,Movie,Tags
150,Thani Oruvan,thani oruvan action crime thriller mohanraja jayamravi arvindswami nayanthara Siddharth Abimanyu   influential scientist   involve various illegal medical practice   Mithran   efficient IPS officer   decide expose
151,Muhsin Bey,muhsin bey comedy drama music yavuzturgul senersen ugury cel serminh rmeri  ingenuous countryman Ali Nazik migrate Istanbul meet producer Muhsin Kanadikirik first album
152,Top Gun: Maverick,top gun  maverick action drama josephkosinski tomcruise jenniferconnelly milesteller thirty year   Maverick still push envelope top naval aviator   must confront ghost past lead TOP GUN s elite graduate mission demand ultimate sacrifice choose fly
153,Inglourious Basterds,inglourious basterds adventure drama war quentintarantino bradpitt dianekruger eliroth Nazioccupied France World War II   plan assassinate Nazi leader group jewish US soldier coincide theatre owner s vengeful plan
154,Heat,heat action crime drama michaelmann alpacino robertdeniro valkilmer group highend professional thief start feel heat LAPD unknowingly leave clue late heist
155,American Beauty,american beauty drama sammendes kevinspacey annettebening thorabirch sexually frustrate suburban father midlife crisis becoming infatuate daughter s good friend
156,Requiem for a Dream,requiem for a dream drama darrenaronofsky ellenburstyn jaredleto jenniferconnelly druginduce utopias four Coney Island people shatter addiction run deep
157,Good Will Hunting,good will hunting drama romance gusvansant robinwilliams mattdamon benaffleck hunt   janitor MIT   gift mathematic   need help psychologist find direction life
158,Hamilton,hamilton biography drama history thomaskail lin manuelmiranda phillipasoo leslieodomjr  real life one America s foremost founding father first Secretary Treasury   Alexander Hamilton   capture live Broadway Richard Rodgers Theater original Broadway cast
159,Scarface,scarface crime drama briandepalma alpacino michellepfeiffer stevenbauer   Miami   determine cuban immigrant take drug cartel succumb greed
160,Eternal Sunshine of the Spotless Mind,eternal sunshine of the spotless mind drama romance sci fi michelgondry jimcarrey katewinslet tomwilkinson relationship turn sour   couple undergoe medical procedure erase memory ever
161,Braveheart,braveheart biography drama history melgibson melgibson sophiemarceau patrickmcgoohan scottish warrior William Wallace lead countryman rebellion free homeland tyranny King Edward England
162,2001: A Space Odyssey,      a space odyssey adventure sci fi stanleykubrick keirdullea garylockwood williamsylvester uncover mysterious artifact bury beneath Lunar surface   spacecraft send Jupiter find origin   spacecraft man two man supercomputer HAL   
163,Full Metal Jacket,full metal jacket drama war stanleykubrick matthewmodine r leeermey vincentd onofrio pragmatic US Marine observe dehumanizing effect Vietnam War fellow recruit brutal boot camp train bloody street fight Hue
164,A Clockwork Orange,a clockwork orange crime sci fi stanleykubrick malcolmmcdowell patrickmagee michaelbates future   sadistic gang leader imprison volunteer conductaversion experiment   not go plan
165,Toy Story,toy story animation adventure comedy johnlasseter tomhanks timallen donrickles cowboy doll profoundly threaten jealous new spaceman action figure supplant top toy boy s bedroom
166,Jagten,jagten drama thomasvinterberg madsmikkelsen thomasbolarsen annikawedderkopp teacher live lonely life   struggle son s custody   life slowly get well find love receive good news son   new luck brutally shatter innocent little lie
167,Reservoir Dogs,reservoir dogs crime thriller quentintarantino harveykeitel timroth michaelmadsen simple jewelry heist go horribly wrong   survive criminal begin suspect one police informant
168,Once Upon a Time in America,once upon a time in america crime drama sergioleone robertdeniro jameswoods elizabethmcgovern former Prohibitionera jewish gangster return Lower East Side Manhattan   year later   must confront ghost regret old life
169,Star Wars: Episode VI - Return of the Jedi,star wars  episode vi   return of the jedi action adventure fantasy richardmarquand markhamill harrisonford carriefisher rescue Han Solo Jabba Hutt   Rebels attempt destroy second Death Star   Luke struggle help Darth Vader back dark side
170,Incendies,incendies drama mystery denisvilleneuve lubnaazabal m lissad sormeaux poulin maximgaudette twin journey Middle East discover family history fulfill mother s last wish
171,Up,up animation adventure comedy petedocter bobpeterson edwardasner jordannagai yearold Carl Fredricksen travel Paradise Falls house equip balloon   inadvertently take young stowaway
172,Lawrence of Arabia,lawrence of arabia adventure biography drama davidlean petero toole alecguinness anthonyquinn story TE   Lawrence   english officer successfully unite lead diverse   often war   arab tribe World War order fight turk
173,Le fabuleux destin d'Amélie Poulain,le fabuleux destin d am lie poulain comedy romance jeanpierrejeunet audreytautou mathieukassovitz rufus despite catch imaginative world   Amelie   young waitress   decide help people find happiness   quest spread joy lead journey find true love
174,Toy Story 3,toy story   animation adventure comedy leeunkrich tomhanks timallen joancusack toy mistakenly deliver daycare center instead attic right Andy leave college   s Woody convince toy not abandon return home
175,Vertigo,vertigo mystery romance thriller alfredhitchcock jamesstewart kimnovak barbarabelgeddes former San Francisco police detective juggle wrestle personal demon becoming obsess hauntingly beautiful woman hire trail   may deeply disturbed
176,Mononoke-hime,mononoke hime animation action adventure hayaomiyazaki y jimatsuda yurikoishida y kotanaka journey find cure Tatarigami s curse   Ashitaka find middle war forest god Tatara   mining colony   quest also meet San   Mononoke Hime
177,North by Northwest,north by northwest action adventure mystery alfredhitchcock carygrant evamariesaint jamesmason New York City advertising executive goes run mistaken government agent group foreign spy   fall woman whose loyalty begin doubt
178,To Kill a Mockingbird,to kill a mockingbird crime drama robertmulligan gregorypeck johnmegna frankoverton Atticus Finch   widow lawyer Depressionera Alabama   defend black man undeserved rape charge   try educate young child prejudice
179,Citizen Kane,citizen kane drama mystery orsonwelles orsonwelles josephcotten dorothycomingore follow death publishing tycoon Charles Foster Kane   reporter scramble uncover mean final utterance   Rosebud  
180,Metropolis,metropolis drama sci fi fritzlang brigittehelm alfredabel gustavfr hlich futuristic city sharply divide work class city planner   son city s mastermind fall love workingclass prophet predict come savior mediate difference
181,72 Hoorain,   hoorain crime drama thriller sanjaypuransinghchauhan sarumaini mukeshagrohari narottambain fidayeen   bind unyielde faith   embark harrowing journey lead celestial realm   ultimate goal meet legendary   Virgins   know Hoorain
182,Singin' in the Rain,singin  in the rain comedy musical romance stanleydonen genekelly genekelly donaldo connor silent film star fall chorus girl delusionally jealous screen partner trying make difficult transition talk picture s Hollywood
183,The Sting,the sting comedy crime drama georgeroyhill paulnewman robertredford robertshaw two grifter team pull ultimate con
184,Dangal,dangal action biography drama niteshtiwari aamirkhan sakshitanwar fatimasanashaikh former wrestler Mahavir Singh Phogat two wrestler daughter struggle towards glory Commonwealth Games face societal oppression
185,The Apartment,the apartment comedy drama romance billywilder jacklemmon shirleymaclaine fredmacmurray Manhattan insurance clerk try rise company let executive use apartment tryst   complication romance ensue
186,Jodaeiye Nader az Simin,jodaeiye nader az simin drama asgharfarhadi paymanmaadi leilahatami sarehbayat marry couple face difficult decision   improve life child move another country stay Iran look deteriorate parent Alzheimer s disease
187,M - Eine Stadt sucht einen Mörder,m   eine stadt sucht einen m rder crime mystery thriller fritzlang peterlorre ellenwidmann ingelandgut police german city unable catch childmurderer   criminal join manhunt
188,Satya,satya action crime drama ramgopalvarma j d chakravarthi manojbajpayee urmilamatondkar innocent man embroil underworld falsely charge set punish perpetrator subject life misery
189,Ikiru,ikiru drama akirakurosawa takashishimura nobuokaneko shin ichihimori bureaucrat try find mean life discover terminal cancer
190,Kantara,kantara action adventure drama rishabshetty rishabshetty kishorekumarg  achyuthkumar greed pave way betrayal   scheme murder   young tribal reluctantly don tradition ancestor seek justice
191,Double Indemnity,double indemnity crime drama film noir billywilder fredmacmurray barbarastanwyck edwardg robinson Los Angeles insurance representative let allure housewife seduce scheme insurance fraud murder arouse suspicion colleague   insurance investigator
192,Judgment at Nuremberg,judgment at nuremberg drama war stanleykramer spencertracy burtlancaster richardwidmark    american court occupy Germany try four Nazis judge war crime
193,Taare Zameen Par,taare zameen par drama family aamirkhan amolegupte darsheelsafary aamirkhan eightyearold boy think lazy troublemaker   new art teacher patience compassion discover real problem behind struggles school
194,K.G.F: Chapter 2,k g f  chapter   action crime drama prashanthneel yash sanjaydutt raveenatandon bloodsoake Kolar Gold Fields   Rocky s name strike fear foe   ally look   government see threat law order   Rocky must battle threat side unchallenge supremacy
195,Ladri di biciclette,ladri di biciclette drama vittoriodesica lambertomaggiorani enzostaiola lianellacarell postwar Italy   workingclas man s bicycle steal   endanger effort find work   son set find
196,Vikram,vikram action crime thriller lokeshkanagaraj kamalhaasan vijaysethupathi fahadhfaasil special investigator assign case serial killing discover case seem   lead path go end war everyone involve
197,Chhichhore,chhichhore comedy drama romance niteshtiwari sushantsinghrajput shraddhakapoor varunsharma tragic incident force Anirudh   middleage man   take trip memory lane reminisce college day along friend   label loser
198,Ayla: The Daughter of War,ayla  the daughter of war biography drama history canulkay  etintekindor ismailhacioglu kyung jinlee Sergeant Sleyman find little girl battlefield Korean War   take name Ayla   fifteen month later   Sleyman s brigade tell return Turkey   reluctant leave behind
199,Shershaah,shershaah action biography drama vishnuvardhan sidharthmalhotra kiaraadvani shivpanditt Shershaah story PVC awardee indian soldier Capt   Vikram Batra   whose bravery unflinche courage chase pakistani soldier indian territory contribute immensely India finally win Kargil War  
200,The Kid,the kid comedy drama family charleschaplin charleschaplin ednapurviance jackiecoogan tramp care abandon child   event put relationship jeopardy
201,Guling jie shaonian sharen shijian,guling jie shaonian sharen shijian crime drama romance edwardyang changchen lisayang kuo chuchang base true story   primarily conflict two youth gang   yearold boy s girlfriend conflict head one gang unclear reason   finally conflict come violent climax
